Region,Children in poverty,Access to exercise opportunities,Adult obesity,Alcohol-impaired driving deaths,Excessive drinking
West,0.173,0.631,0.285,0.231,0.047
West,0.262,0.605,0.266,0.455,0.178
West,0.243,0.724,0.273,0.4,0.178
West,0.208,0.313,0.337,0.436,0.104
West,0.187,0.623,0.347,0.444,0.104
West,0.159,0.715,0.184,0.25,0.27
West,0.14,0.914,0.187,0.214,0.27
West,0.233,0.64,0.258,0.367,0.195
West,0.229,0.789,0.244,0.393,0.195
West,0.275,0.579,0.237,0.5,0.194
West,0.259,0.8,0.24,0.405,0.194
West,0.199,0.806,0.284,0.279,0.091
West,0.161,0.793,0.295,0.25,0.091
West,0.272,0.497,0.256,0.545,0.12
West,0.249,0.811,0.251,0.5,0.12
West,0.206,0.417,0.3,0.25,
West,0.206,0.581,0.318,0.0,
West,0.296,0.676,0.3,0.381,0.134
West,0.246,0.806,0.307,0.247,0.134
West,0.169,0.31,0.247,0.417,0.092
West,0.148,0.582,0.268,0.438,0.092
West,0.231,0.57,0.308,0.206,0.096
West,0.204,0.597,0.299,0.222,0.096
West,0.269,0.349,0.316,0.429,0.142
West,0.264,0.466,0.337,0.3,0.142
West,0.207,0.367,0.269,0.4,0.194
West,0.2,0.364,0.268,0.5,0.194
West,0.253,0.447,0.295,0.452,0.194
West,0.229,0.9,0.294,0.455,0.194
West,0.181,0.366,0.282,0.286,0.06
West,0.167,0.62,0.28,0.3,0.06
West,0.245,0.228,0.237,0.235,0.097
West,0.238,0.213,0.266,0.294,0.097
West,0.273,0.095,0.298,0.444,0.095
West,0.262,0.731,0.291,0.714,0.095
West,0.274,0.375,0.308,0.409,0.119
West,0.229,0.691,0.319,0.259,0.119
West,0.277,0.484,0.281,0.364,0.192
West,0.233,0.594,0.273,0.438,0.192
West,0.181,0.243,0.275,0.4,0.086
West,0.168,0.561,0.279,0.273,0.086
West,0.253,0.297,0.323,0.2,0.141
West,0.224,0.764,0.319,0.194,0.141
West,0.192,0.769,0.241,0.309,0.165
West,0.179,0.808,0.246,0.352,0.165
West,0.167,0.316,0.248,0.28,0.217
West,0.152,0.794,0.266,0.323,0.217
West,0.278,0.209,0.217,0.357,0.123
West,0.25,0.747,0.233,0.438,0.123
West,0.27,0.556,0.293,0.333,0.278
West,0.253,0.498,0.299,0.2,0.278
West,0.223,0.2,0.257,0.182,0.225
West,0.238,0.2,0.292,0.182,0.225
West,0.198,0.765,0.26,0.063,0.032
West,0.191,0.718,0.259,0.111,0.032
West,0.241,0.554,0.301,0.25,0.134
West,0.205,0.467,0.317,0.19,0.134
West,0.193,0.524,0.322,0.179,0.186
West,0.18,0.794,0.323,0.256,0.186
West,0.18,0.477,0.317,0.182,
West,0.198,0.753,0.337,0.091,
West,0.304,0.551,0.301,0.357,0.066
West,0.264,0.686,0.314,0.267,0.066
West,0.267,0.264,0.275,0.211,0.132
West,0.229,0.698,0.29,0.176,0.132
West,0.247,0.559,0.299,0.318,0.105
West,0.257,0.722,0.31,0.304,0.105
West,0.293,0.57,0.304,0.273,0.207
West,0.283,0.811,0.301,0.462,0.207
West,0.214,0.371,0.255,0.2,0.199
West,0.201,0.582,0.253,0.25,0.199
West,0.266,0.777,0.253,0.537,0.131
West,0.211,0.719,0.26,0.512,0.131
West,0.216,0.502,0.258,0.333,0.167
West,0.182,0.826,0.233,0.4,0.167
West,0.284,0.338,0.289,0.333,0.103
West,0.251,0.719,0.299,0.3,0.103
Midwest,0.175,0.749,0.303,0.269,0.164
Midwest,0.199,0.831,0.351,0.321,0.164
Midwest,0.493,0.674,0.327,0.1,
Midwest,0.532,0.623,0.329,0.0,
Midwest,0.195,0.607,0.289,0.211,
Midwest,0.205,0.583,0.279,0.154,
Midwest,0.148,0.494,0.306,0.273,0.093
Midwest,0.146,0.761,0.306,0.25,0.093
Midwest,0.163,0.655,0.3,0.5,
Midwest,0.148,0.139,0.305,0.0,
Midwest,0.189,0.6,0.31,0.333,0.226
Midwest,0.177,0.711,0.308,0.241,0.226
Midwest,0.165,0.492,0.295,0.0,
Midwest,0.169,0.302,0.304,0.5,
Midwest,0.213,0.567,0.305,0.278,
Midwest,0.214,0.716,0.307,0.35,
Midwest,0.2,0.609,0.303,0.462,
Midwest,0.199,0.676,0.285,0.462,
Midwest,0.223,0.806,0.274,0.385,0.182
Midwest,0.208,0.809,0.27,0.329,0.182
Midwest,0.224,0.591,0.322,0.308,0.156
Midwest,0.207,0.675,0.327,0.333,0.156
Midwest,0.2,0.506,0.311,0.217,
Midwest,0.221,0.635,0.321,0.167,
Midwest,0.224,0.618,0.296,0.333,
Midwest,0.215,0.524,0.314,0.364,
Midwest,0.131,0.469,0.28,0.585,0.232
Midwest,0.121,0.498,0.278,0.59,0.232
Midwest,0.255,0.449,0.294,0.34,0.135
Midwest,0.223,0.782,0.282,0.306,0.135
Midwest,0.26,0.985,0.262,0.382,0.212
Midwest,0.26,0.989,0.252,0.39,0.212
Midwest,0.215,0.559,0.326,0.385,
Midwest,0.195,0.599,0.328,0.2,
Midwest,0.183,0.013,0.287,0.192,
Midwest,0.176,0.009,0.295,0.211,
Midwest,0.171,0.76,0.303,0.273,
Midwest,0.206,0.747,0.334,0.2,
Midwest,0.161,0.62,0.301,0.4,0.238
Midwest,0.179,0.748,0.289,0.316,0.238
Midwest,0.164,0.563,0.302,0.478,
Midwest,0.174,0.718,0.304,0.417,
Midwest,0.101,0.988,0.248,0.276,0.201
Midwest,0.098,0.985,0.243,0.266,0.201
Midwest,0.244,0.493,0.325,0.368,
Midwest,0.249,0.495,0.327,0.375,
Midwest,0.161,0.548,0.273,0.2,
Midwest,0.197,0.32,0.3,0.2,
Midwest,0.146,0.416,0.271,0.209,0.311
Midwest,0.159,0.55,0.29,0.214,0.311
Midwest,0.273,0.339,0.322,0.368,
Midwest,0.255,0.478,0.37,0.231,
Midwest,0.181,0.595,0.307,0.167,
Midwest,0.181,0.599,0.31,0.111,
Midwest,0.27,0.581,0.297,0.275,0.12
Midwest,0.301,0.686,0.306,0.316,0.12
Midwest,0.216,0.598,0.303,0.423,0.154
Midwest,0.204,0.646,0.329,0.37,0.154
Midwest,0.271,0.365,0.299,0.1,
Midwest,0.279,0.365,0.306,0.0,
Midwest,0.202,0.531,0.304,0.455,
Midwest,0.24,0.578,0.278,0.583,
Midwest,0.109,0.824,0.342,0.465,0.196
Midwest,0.107,0.839,0.315,0.459,0.196
Midwest,0.229,0.295,0.291,1.0,
Midwest,0.238,0.352,0.289,1.0,
Midwest,0.203,0.575,0.281,0.391,
Midwest,0.197,0.601,0.301,0.235,
Midwest,0.306,0.74,0.311,0.143,
Midwest,0.327,0.998,0.335,0.333,
Midwest,0.199,0.398,0.311,0.625,
Midwest,0.207,0.248,0.329,0.286,
Midwest,0.152,0.615,0.285,0.333,0.176
Midwest,0.16,0.7,0.296,0.314,0.176
Midwest,0.196,0.427,0.324,0.468,0.203
Midwest,0.205,0.512,0.32,0.412,0.203
Midwest,0.31,0.726,0.279,0.368,0.147
Midwest,0.34,0.747,0.316,0.323,0.147
Midwest,0.168,0.37,0.3,0.25,
Midwest,0.18,0.424,0.311,0.444,
Midwest,0.256,0.575,0.33,0.268,
Midwest,0.267,0.578,0.351,0.191,
Midwest,0.146,0.308,0.284,0.5,0.212
Midwest,0.153,0.565,0.321,0.583,0.212
Midwest,0.168,0.476,0.268,0.389,0.214
Midwest,0.155,0.607,0.287,0.304,0.214
Midwest,0.191,0.599,0.289,0.333,
Midwest,0.211,0.696,0.294,0.2,
Midwest,0.177,0.891,0.269,0.397,0.203
Midwest,0.162,0.938,0.272,0.378,0.203
Midwest,0.239,0.688,0.328,0.382,0.141
Midwest,0.23,0.81,0.309,0.364,0.141
Midwest,0.068,0.737,0.281,0.489,0.187
Midwest,0.078,0.924,0.312,0.436,0.187
Midwest,0.239,0.647,0.324,0.391,0.194
Midwest,0.282,0.677,0.289,0.36,0.194
Midwest,0.213,0.775,0.294,0.409,0.241
Midwest,0.198,0.78,0.298,0.384,0.241
Midwest,0.133,0.935,0.252,0.455,0.188
Midwest,0.137,0.964,0.256,0.456,0.188
Midwest,0.238,0.474,0.309,0.091,
Midwest,0.254,0.469,0.321,0.167,
Midwest,0.168,0.528,0.265,0.364,0.242
Midwest,0.17,0.621,0.294,0.353,0.242
Midwest,0.172,0.494,0.308,0.212,0.246
Midwest,0.174,0.684,0.317,0.242,0.246
Midwest,0.202,0.733,0.325,0.407,
Midwest,0.191,0.68,0.315,0.391,
Midwest,0.348,0.678,0.321,0.381,0.161
Midwest,0.265,0.787,0.33,0.326,0.161
Midwest,0.2,0.644,0.299,0.538,0.2
Midwest,0.209,0.572,0.33,0.556,0.2
Midwest,0.166,0.752,0.32,0.447,0.224
Midwest,0.189,0.872,0.316,0.382,0.224
Midwest,0.285,0.672,0.327,0.16,0.103
Midwest,0.324,0.659,0.359,0.208,0.103
Midwest,0.161,0.467,0.298,0.538,
Midwest,0.166,0.641,0.308,0.286,
Midwest,0.225,0.434,0.316,0.688,
Midwest,0.227,0.544,0.315,0.688,
Midwest,0.278,0.565,0.338,0.261,
Midwest,0.286,0.617,0.345,0.278,
Midwest,0.224,0.759,0.294,0.286,
Midwest,0.229,0.686,0.285,0.357,
Midwest,0.099,0.865,0.268,0.326,0.207
Midwest,0.092,0.942,0.277,0.353,0.207
Midwest,0.143,0.715,0.316,0.359,0.16
Midwest,0.127,0.782,0.308,0.393,0.16
Midwest,0.158,0.514,0.289,0.4,
Midwest,0.169,0.679,0.312,0.5,
Midwest,0.128,0.42,0.324,0.462,
Midwest,0.136,0.556,0.299,0.545,
Midwest,0.056,0.369,0.293,0.515,0.275
Midwest,0.058,0.714,0.316,0.515,0.275
Midwest,0.195,0.539,0.249,0.433,0.16
Midwest,0.217,0.509,0.27,0.429,0.16
Midwest,0.198,0.604,0.299,0.25,0.233
Midwest,0.247,0.7,0.311,0.316,0.233
Midwest,0.16,0.558,0.297,0.188,
Midwest,0.183,0.615,0.311,0.231,
Midwest,0.142,0.542,0.276,0.413,0.205
Midwest,0.166,0.679,0.294,0.356,0.205
Midwest,0.279,0.809,0.27,0.352,0.206
Midwest,0.257,0.748,0.283,0.382,0.206
Midwest,0.23,0.649,0.284,0.357,
Midwest,0.248,0.375,0.286,0.267,
Midwest,0.092,0.564,0.301,0.143,
Midwest,0.101,0.618,0.315,0.143,
Midwest,0.24,0.601,0.29,0.125,
Midwest,0.273,0.595,0.312,0.333,
Midwest,0.339,0.976,0.307,0.5,
Midwest,0.316,0.978,0.304,0.4,
Midwest,0.382,0.399,0.333,0.143,
Midwest,0.368,0.679,0.33,0.125,
Midwest,0.136,0.511,0.288,0.0,
Midwest,0.15,0.479,0.301,0.667,
Midwest,0.217,0.53,0.311,0.438,0.269
Midwest,0.212,0.671,0.318,0.333,0.269
Midwest,0.214,0.635,0.301,0.2,
Midwest,0.244,0.683,0.296,0.4,
Midwest,0.221,0.793,0.273,0.536,0.155
Midwest,0.251,0.813,0.274,0.552,0.155
Midwest,0.305,0.471,0.304,0.556,
Midwest,0.294,0.725,0.316,0.417,
Midwest,0.215,0.702,0.306,0.385,0.198
Midwest,0.219,0.795,0.296,0.374,0.198
Midwest,0.172,0.103,0.291,0.5,
Midwest,0.194,0.504,0.3,0.556,
Midwest,0.187,0.234,0.292,0.25,
Midwest,0.19,0.073,0.299,0.0,
Midwest,0.169,0.399,0.298,0.389,
Midwest,0.204,0.538,0.318,0.462,
Midwest,0.291,0.824,0.297,0.415,0.194
Midwest,0.266,0.821,0.314,0.41,0.194
Midwest,0.151,0.62,0.318,0.5,
Midwest,0.173,0.634,0.318,0.667,
Midwest,0.216,0.605,0.277,0.321,0.227
Midwest,0.267,0.781,0.266,0.261,0.227
Midwest,0.118,0.741,0.268,0.25,0.172
Midwest,0.12,0.85,0.28,0.333,0.172
Midwest,0.246,0.523,0.31,0.267,
Midwest,0.245,0.581,0.331,0.235,
Midwest,0.295,0.68,0.296,0.389,0.168
Midwest,0.305,0.651,0.343,0.373,0.168
Midwest,0.207,0.692,0.299,0.2,
Midwest,0.2,0.695,0.313,0.4,
Midwest,0.205,0.685,0.304,0.4,
Midwest,0.217,0.693,0.316,0.417,
Midwest,0.142,0.35,0.32,0.444,0.265
Midwest,0.144,0.579,0.318,0.421,0.265
Midwest,0.224,0.404,0.29,0.2,
Midwest,0.274,0.41,0.292,0.294,
Midwest,0.223,0.409,0.306,0.222,
Midwest,0.239,0.531,0.317,0.25,
Midwest,0.178,0.687,0.282,0.313,0.186
Midwest,0.192,0.788,0.266,0.286,0.186
Midwest,0.117,0.901,0.33,0.462,0.236
Midwest,0.115,0.957,0.29,0.46,0.236
Midwest,0.225,0.689,0.302,0.304,0.136
Midwest,0.251,0.749,0.345,0.311,0.136
Midwest,0.236,0.799,0.291,0.422,0.178
Midwest,0.26,0.822,0.294,0.378,0.178
Midwest,0.083,0.582,0.303,0.25,0.18
Midwest,0.093,0.706,0.3,0.263,0.18
Midwest,0.332,0.563,0.304,0.063,0.135
Midwest,0.286,0.565,0.287,0.0,0.135
Midwest,0.234,0.641,0.322,0.331,0.168
Midwest,0.248,0.787,0.326,0.353,0.168
Midwest,0.167,0.574,0.32,0.233,0.158
Midwest,0.165,0.626,0.339,0.263,0.158
Midwest,0.172,0.279,0.328,0.154,
Midwest,0.184,0.557,0.336,0.091,
Midwest,0.25,0.568,0.335,0.1,0.143
Midwest,0.251,0.55,0.365,0.0,0.143
Midwest,0.083,0.466,0.278,0.19,0.189
Midwest,0.087,0.775,0.272,0.128,0.189
Midwest,0.213,0.553,0.294,0.154,
Midwest,0.199,0.565,0.319,0.286,
Midwest,0.149,0.543,0.336,0.19,0.146
Midwest,0.159,0.711,0.306,0.167,0.146
Midwest,0.237,0.564,0.345,0.389,0.144
Midwest,0.212,0.714,0.347,0.455,0.144
Midwest,0.182,0.798,0.318,0.212,0.156
Midwest,0.184,0.835,0.297,0.274,0.156
Midwest,0.229,0.622,0.378,0.25,
Midwest,0.227,0.683,0.363,0.333,
Midwest,0.21,0.617,0.294,0.216,0.115
Midwest,0.206,0.632,0.294,0.294,0.115
Midwest,0.319,0.753,0.384,0.25,
Midwest,0.304,0.791,0.374,0.235,
Midwest,0.242,0.506,0.314,0.133,0.162
Midwest,0.235,0.641,0.321,0.154,0.162
Midwest,0.17,0.476,0.29,0.235,0.135
Midwest,0.187,0.694,0.27,0.194,0.135
Midwest,0.142,0.35,0.339,0.289,0.144
Midwest,0.159,0.657,0.317,0.326,0.144
Midwest,0.227,0.37,0.286,0.391,0.119
Midwest,0.18,0.639,0.296,0.318,0.119
Midwest,0.265,0.611,0.332,0.321,0.119
Midwest,0.278,0.749,0.334,0.293,0.119
Midwest,0.105,0.66,0.341,0.25,0.225
Midwest,0.104,0.74,0.299,0.28,0.225
Midwest,0.212,0.56,0.295,0.254,0.103
Midwest,0.203,0.638,0.299,0.244,0.103
Midwest,0.257,0.52,0.344,0.308,0.11
Midwest,0.259,0.572,0.31,0.182,0.11
Midwest,0.2,0.815,0.295,0.211,0.144
Midwest,0.177,0.937,0.307,0.258,0.144
Midwest,0.185,0.439,0.306,0.133,0.129
Midwest,0.192,0.619,0.306,0.125,0.129
Midwest,0.171,0.418,0.286,0.348,0.22
Midwest,0.159,0.493,0.275,0.4,0.22
Midwest,0.231,0.42,0.316,0.105,0.137
Midwest,0.252,0.439,0.354,0.176,0.137
Midwest,0.149,0.528,0.292,0.143,0.101
Midwest,0.159,0.654,0.31,0.059,0.101
Midwest,0.266,0.487,0.317,0.229,0.124
Midwest,0.333,0.465,0.331,0.211,0.124
Midwest,0.22,0.433,0.331,0.188,0.12
Midwest,0.208,0.52,0.341,0.235,0.12
Midwest,0.056,0.644,0.22,0.325,0.19
Midwest,0.061,0.918,0.229,0.355,0.19
Midwest,0.097,0.469,0.288,0.237,0.165
Midwest,0.091,0.643,0.296,0.171,0.165
Midwest,0.159,0.325,0.31,0.341,0.183
Midwest,0.173,0.371,0.34,0.22,0.183
Midwest,0.072,0.53,0.318,0.2,0.153
Midwest,0.077,0.772,0.321,0.25,0.153
Midwest,0.226,0.573,0.297,0.032,0.086
Midwest,0.238,0.692,0.305,0.03,0.086
Midwest,0.268,0.774,0.378,0.297,0.136
Midwest,0.242,0.733,0.355,0.257,0.136
Midwest,0.161,0.574,0.348,0.074,0.222
Midwest,0.185,0.841,0.327,0.036,0.222
Midwest,0.181,0.624,0.316,0.128,0.151
Midwest,0.178,0.701,0.377,0.143,0.151
Midwest,0.146,0.379,0.335,0.283,0.149
Midwest,0.147,0.561,0.325,0.297,0.149
Midwest,0.258,0.149,0.346,0.353,0.102
Midwest,0.272,0.31,0.347,0.353,0.102
Midwest,0.227,0.536,0.318,0.25,0.14
Midwest,0.223,0.716,0.337,0.192,0.14
Midwest,0.226,0.429,0.284,0.273,0.113
Midwest,0.24,0.6,0.319,0.242,0.113
Midwest,0.131,0.669,0.291,0.163,0.189
Midwest,0.147,0.862,0.307,0.175,0.189
Midwest,0.23,0.532,0.331,0.233,0.136
Midwest,0.238,0.698,0.343,0.25,0.136
Midwest,0.164,0.478,0.308,0.34,0.118
Midwest,0.178,0.697,0.313,0.348,0.118
Midwest,0.268,0.678,0.318,0.383,0.194
Midwest,0.269,0.743,0.339,0.35,0.194
Midwest,0.208,0.094,0.327,0.389,0.115
Midwest,0.193,0.387,0.338,0.45,0.115
Midwest,0.313,0.9,0.359,0.376,0.184
Midwest,0.277,0.91,0.354,0.363,0.184
Midwest,0.23,0.519,0.293,0.378,0.112
Midwest,0.204,0.74,0.344,0.37,0.112
Midwest,0.237,0.665,0.373,0.159,0.168
Midwest,0.296,0.702,0.352,0.167,0.168
Midwest,0.323,0.785,0.319,0.297,0.157
Midwest,0.301,0.884,0.313,0.255,0.157
Midwest,0.186,0.485,0.314,0.139,0.111
Midwest,0.182,0.617,0.322,0.098,0.111
Midwest,0.188,0.565,0.291,0.1,0.142
Midwest,0.214,0.725,0.306,0.222,0.142
Midwest,0.245,0.35,0.33,0.107,0.195
Midwest,0.258,0.572,0.334,0.156,0.195
Midwest,0.202,0.792,0.253,0.288,0.173
Midwest,0.178,0.88,0.228,0.261,0.173
Midwest,0.223,0.279,0.312,0.188,0.156
Midwest,0.194,0.631,0.346,0.2,0.156
Midwest,0.188,0.45,0.332,0.205,0.182
Midwest,0.187,0.645,0.336,0.216,0.182
Midwest,0.173,0.481,0.341,0.227,0.254
Midwest,0.172,0.567,0.357,0.176,0.254
Midwest,0.212,0.314,0.339,0.233,0.156
Midwest,0.193,0.486,0.346,0.091,0.156
Midwest,0.183,0.638,0.308,0.25,
Midwest,0.172,0.676,0.309,0.25,
Midwest,0.258,0.718,0.312,0.267,0.151
Midwest,0.276,0.671,0.317,0.412,0.151
Midwest,0.264,0.492,0.368,0.179,0.23
Midwest,0.252,0.524,0.345,0.167,0.23
Midwest,0.287,0.267,0.293,0.4,0.148
Midwest,0.285,0.398,0.286,0.35,0.148
Midwest,0.193,0.71,0.321,0.0,0.187
Midwest,0.194,0.869,0.308,0.0,0.187
Midwest,0.158,0.681,0.315,0.333,
Midwest,0.186,0.445,0.344,0.462,
Midwest,0.132,0.681,0.293,0.311,0.187
Midwest,0.15,0.822,0.308,0.293,0.187
Midwest,0.139,0.332,0.316,0.143,0.188
Midwest,0.134,0.508,0.313,0.235,0.188
Midwest,0.208,0.318,0.345,0.417,
Midwest,0.199,0.381,0.347,0.25,
Midwest,0.17,0.409,0.323,0.222,0.104
Midwest,0.182,0.456,0.306,0.24,0.104
Midwest,0.273,0.271,0.348,0.235,0.16
Midwest,0.262,0.322,0.328,0.176,0.16
Midwest,0.17,0.487,0.318,0.136,0.244
Midwest,0.151,0.733,0.311,0.125,0.244
Midwest,0.206,0.402,0.324,0.067,0.078
Midwest,0.191,0.41,0.309,0.0,0.078
Midwest,0.282,0.45,0.285,0.125,
Midwest,0.245,0.29,0.295,0.148,
Midwest,0.192,0.432,0.338,0.159,0.156
Midwest,0.181,0.537,0.308,0.146,0.156
Midwest,0.132,0.266,0.304,0.161,0.197
Midwest,0.138,0.536,0.303,0.107,0.197
Midwest,0.24,0.781,0.287,0.323,0.191
Midwest,0.291,0.766,0.286,0.368,0.191
Midwest,0.259,0.294,0.35,0.343,0.201
Midwest,0.284,0.606,0.347,0.31,0.201
Midwest,0.205,0.509,0.327,0.318,0.203
Midwest,0.19,0.517,0.332,0.294,0.203
Midwest,0.236,0.493,0.315,0.429,0.158
Midwest,0.238,0.502,0.308,0.429,0.158
Midwest,0.334,0.259,0.279,0.3,0.168
Midwest,0.326,0.218,0.315,0.333,0.168
Midwest,0.203,0.699,0.271,0.36,0.173
Midwest,0.185,0.733,0.255,0.321,0.173
Midwest,0.145,0.303,0.321,0.067,
Midwest,0.145,0.407,0.332,0.0,
Midwest,0.218,0.587,0.332,0.333,
Midwest,0.212,0.654,0.334,0.3,
Midwest,0.21,0.785,0.324,0.26,0.149
Midwest,0.269,0.844,0.332,0.253,0.149
Midwest,0.213,0.339,0.283,0.222,0.21
Midwest,0.203,0.497,0.312,0.4,0.21
Midwest,0.29,0.667,0.32,0.169,0.164
Midwest,0.297,0.735,0.315,0.221,0.164
Midwest,0.188,0.572,0.368,0.243,0.191
Midwest,0.213,0.631,0.33,0.263,0.191
Midwest,0.145,0.156,0.285,0.143,
Midwest,0.16,0.412,0.291,0.091,
Midwest,0.139,0.481,0.324,0.129,0.134
Midwest,0.111,0.806,0.297,0.174,0.134
Midwest,0.267,0.529,0.305,0.214,0.135
Midwest,0.247,0.459,0.288,0.212,0.135
Midwest,0.33,0.667,0.282,0.326,0.098
Midwest,0.306,0.721,0.276,0.235,0.098
Midwest,0.169,0.398,0.286,0.25,0.078
Midwest,0.173,0.531,0.292,0.375,0.078
Midwest,0.177,0.408,0.346,0.179,0.11
Midwest,0.193,0.369,0.32,0.138,0.11
Midwest,0.137,0.583,0.337,0.212,0.211
Midwest,0.132,0.647,0.326,0.214,0.211
Midwest,0.282,0.401,0.34,0.421,0.11
Midwest,0.264,0.694,0.344,0.5,0.11
Midwest,0.226,0.362,0.316,0.5,0.148
Midwest,0.21,0.558,0.311,0.308,0.148
Midwest,0.221,0.612,0.32,0.318,0.177
Midwest,0.222,0.656,0.304,0.35,0.177
Midwest,0.163,0.458,0.349,0.286,0.093
Midwest,0.183,0.558,0.342,0.429,0.093
Midwest,0.225,0.711,0.344,0.286,0.137
Midwest,0.203,0.715,0.359,0.217,0.137
Midwest,0.314,0.42,0.378,0.35,0.102
Midwest,0.301,0.511,0.382,0.333,0.102
Midwest,0.257,0.424,0.343,0.385,0.094
Midwest,0.227,0.437,0.315,0.357,0.094
Midwest,0.132,0.623,0.333,0.255,0.123
Midwest,0.142,0.665,0.319,0.275,0.123
Midwest,0.169,0.568,0.322,0.167,0.153
Midwest,0.18,0.529,0.309,0.2,0.153
Midwest,0.296,0.204,0.306,0.375,
Midwest,0.258,0.549,0.317,0.333,
Midwest,0.275,0.469,0.372,0.346,0.116
Midwest,0.277,0.357,0.391,0.321,0.116
Midwest,0.169,0.161,0.321,0.143,
Midwest,0.183,0.72,0.318,0.333,
Midwest,0.173,0.288,0.319,0.167,
Midwest,0.156,0.414,0.314,0.0,
Midwest,0.167,0.736,0.317,0.5,0.151
Midwest,0.174,0.719,0.343,0.667,0.151
Midwest,0.195,0.576,0.327,0.417,0.137
Midwest,0.172,0.584,0.335,0.333,0.137
Midwest,0.138,0.419,0.352,0.4,0.122
Midwest,0.135,0.556,0.326,0.385,0.122
Midwest,0.159,0.555,0.342,0.667,
Midwest,0.25,0.541,0.342,0.44,0.104
Midwest,0.237,0.539,0.369,0.379,0.104
Midwest,0.273,0.766,0.357,0.571,0.154
Midwest,0.244,0.776,0.364,0.5,0.154
Midwest,0.209,0.468,0.325,0.667,
Midwest,0.208,0.468,0.346,0.667,
Midwest,0.166,0.473,0.337,0.429,0.183
Midwest,0.162,0.731,0.326,0.556,0.183
Midwest,0.182,0.617,0.346,0.563,
Midwest,0.189,0.266,0.348,0.5,
Midwest,0.171,0.881,0.251,0.333,0.192
Midwest,0.152,0.914,0.245,0.27,0.192
Midwest,0.193,0.638,0.348,0.667,
Midwest,0.175,0.706,0.325,0.667,
Midwest,0.296,0.288,0.338,0.667,
Midwest,0.324,0.001,0.348,1.0,
Midwest,0.137,0.743,0.294,0.393,0.189
Midwest,0.137,0.717,0.301,0.452,0.189
Midwest,0.149,0.334,0.34,0.417,0.141
Midwest,0.138,0.629,0.336,0.294,0.141
Midwest,0.215,0.535,0.332,0.568,0.185
Midwest,0.227,0.763,0.324,0.516,0.185
Midwest,0.223,0.324,0.343,0.378,0.147
Midwest,0.186,0.832,0.333,0.362,0.147
Midwest,0.195,0.467,0.333,0.389,0.141
Midwest,0.195,0.433,0.336,0.412,0.141
Midwest,0.251,0.713,0.3,0.481,0.147
Midwest,0.242,0.965,0.326,0.423,0.147
Midwest,0.163,0.459,0.295,0.5,
Midwest,0.15,0.453,0.323,0.6,
Midwest,0.166,0.701,0.317,0.5,
Midwest,0.186,0.698,0.319,1.0,
Midwest,0.177,0.569,0.335,0.071,0.196
Midwest,0.172,0.778,0.34,0.125,0.196
Midwest,0.128,0.076,0.29,0.222,0.15
Midwest,0.136,0.287,0.291,0.25,0.15
Midwest,0.243,0.554,0.335,0.143,0.121
Midwest,0.23,0.67,0.34,0.286,0.121
Midwest,0.183,0.754,0.34,0.333,
Midwest,0.205,0.799,0.328,0.5,
Midwest,0.214,0.583,0.288,0.429,0.108
Midwest,0.214,0.551,0.321,0.429,0.108
Midwest,0.164,0.561,0.325,0.235,0.098
Midwest,0.151,0.775,0.338,0.226,0.098
Midwest,0.167,0.217,0.333,0.5,
Midwest,0.172,0.452,0.33,0.667,
Midwest,0.145,0.284,0.357,0.158,0.142
Midwest,0.151,0.343,0.368,0.263,0.142
Midwest,0.141,0.488,0.339,0.385,0.192
Midwest,0.143,0.425,0.33,0.304,0.192
Midwest,0.197,0.45,0.338,0.5,
Midwest,0.202,0.437,0.317,0.5,
Midwest,0.082,0.943,0.232,0.452,0.182
Midwest,0.07,0.983,0.23,0.427,0.182
Midwest,0.186,0.499,0.326,0.25,
Midwest,0.192,0.836,0.313,0.222,
Midwest,0.186,0.422,0.309,0.364,0.1
Midwest,0.176,0.459,0.306,0.25,0.1
Midwest,0.146,0.191,0.311,0.286,
Midwest,0.265,0.548,0.341,0.167,0.151
Midwest,0.266,0.694,0.344,0.273,0.151
Midwest,0.144,0.02,0.351,0.0,
Midwest,0.139,0.526,0.315,0.5,0.168
Midwest,0.137,0.851,0.311,0.44,0.168
Midwest,0.197,0.232,0.291,0.5,
Midwest,0.199,0.205,0.309,0.5,
Midwest,0.223,0.396,0.337,0.222,0.103
Midwest,0.215,0.352,0.35,0.143,0.103
Midwest,0.144,0.38,0.321,0.8,
Midwest,0.137,0.759,0.319,1.0,
Midwest,0.231,0.791,0.323,0.25,0.137
Midwest,0.231,0.68,0.324,0.192,0.137
Midwest,0.16,0.663,0.311,0.1,0.147
Midwest,0.162,0.514,0.321,0.059,0.147
Midwest,0.158,0.582,0.33,0.25,0.21
Midwest,0.147,0.55,0.339,0.444,0.21
Midwest,0.117,0.664,0.303,0.111,0.12
Midwest,0.117,0.679,0.307,0.111,0.12
Midwest,0.138,0.25,0.313,0.5,
Midwest,0.143,0.411,0.29,0.429,
Midwest,0.134,0.408,0.307,0.229,0.144
Midwest,0.126,0.664,0.35,0.257,0.144
Midwest,0.163,0.173,0.289,0.111,0.125
Midwest,0.148,0.755,0.29,0.111,0.125
Midwest,0.28,0.759,0.338,0.227,0.106
Midwest,0.25,0.769,0.351,0.31,0.106
Midwest,0.172,0.315,0.33,0.5,0.184
Midwest,0.196,0.626,0.329,0.333,0.184
